pubdate,aid,arcurl,title,play,review,favorites,danmaku,like,duration_minutes
2022-08-01,771583735,http://www.bilibili.com/video/av771583735,"压迫感,但是鸡你太美",1436527,205,18690,319,20753,1.32
2022-08-01,686543073,http://www.bilibili.com/video/av686543073,最 新 科 研 成 果,1423093,2122,4175,907,187002,0.22
2022-08-01,899115296,http://www.bilibili.com/video/av899115296,铁根直播巅峰赛遇到ikun，两人对话太搞笑，最后操作又下饭了,1262310,480,6282,550,65933,4.18
2022-08-01,984080222,http://www.bilibili.com/video/av984080222,坤 坤 队 立 大 功,1025289,257,12907,1171,17889,0.68
2022-08-01,984117161,http://www.bilibili.com/video/av984117161,以前的汤姆vs现在的汤姆,851676,462,2644,237,55591,0.42
2022-08-01,514079567,http://www.bilibili.com/video/av514079567,你见过凌晨2点黑色玫瑰大师段的残酷军训吗？,577771,1133,1461,1154,41334,4.03
2022-08-01,386544418,http://www.bilibili.com/video/av386544418,一店家树枝66,1013307,912,6823,239,56468,0.32
2022-08-01,429012598,http://www.bilibili.com/video/av429012598,坤坤破壳日，汤姆献唱《情人》！,1826473,3702,11248,2835,146741,3.22
2022-08-01,429002777,http://www.bilibili.com/video/av429002777,🐔起底蔡徐坤，为什么见不到真ikun？,2598136,5625,22373,12225,201615,4.22
2022-08-02,941501335,http://www.bilibili.com/video/av941501335,【配音】陈冠希直播首次提到蔡徐坤，并为其发声？,755829,702,3399,728,42712,0.95
2022-08-02,643955375,http://www.bilibili.com/video/av643955375,不要再说我是小黑子了！,1887991,1367,6447,1011,147063,0.47
2022-08-02,429021141,http://www.bilibili.com/video/av429021141,纳米ikun，黑子 !,9154345,3225,96328,5586,591314,1.18
2022-08-02,599027615,http://www.bilibili.com/video/av599027615,【扇宝】⚡翻唱理塘丁真神曲⚡《zood》⚡1！5！（补档）,957812,332,5154,56,27030,1.07
2022-08-02,771501481,http://www.bilibili.com/video/av771501481,小黑子们，喜羊羊官方终于露出鸡爪了是吧,613845,882,2438,618,37665,1.12
2022-08-02,599040838,http://www.bilibili.com/video/av599040838,生 日 快 乐,1982689,2921,10112,1607,319359,0.35
2022-08-02,513943474,http://www.bilibili.com/video/av513943474,【蔡徐坤】?这里是神鸡的鸡尔号?,731999,1007,19425,1578,48814,1.37
2022-08-02,556524395,http://www.bilibili.com/video/av556524395,终极魔典，但是猫咪有「铁男大招」！,1023050,466,2947,291,61108,2.72
2022-08-02,556518484,http://www.bilibili.com/video/av556518484,小黑子，露出手枪了吧,651765,747,2916,945,59859,1.7
2022-08-02,686534085,http://www.bilibili.com/video/av686534085,phigros自制/整活 只因你太美 SP Lv.?,557379,481,9606,372,28204,1.4
2022-08-03,686547693,http://www.bilibili.com/video/av686547693,第 八 次 忍 界 大 战,1578223,868,46895,1594,127783,1.9
2022-08-03,344066287,http://www.bilibili.com/video/av344066287,不 忘 初 心,3909201,1260,11341,819,181576,0.3
2022-08-03,344133696,http://www.bilibili.com/video/av344133696,我卓卓脑婆居然还知道小超梦，泪目。果然天下小黑子一般亲,517614,237,1277,101,20285,2.13
2022-08-03,771500656,http://www.bilibili.com/video/av771500656,蔡徐坤首次回应女IKUN！,1492465,507,1802,754,19396,1.27
2022-08-03,514103652,http://www.bilibili.com/video/av514103652,被小黑子无线埋伏，结局可想而知.,577567,14,2658,6,880,3.05
2022-08-03,771589750,http://www.bilibili.com/video/av771589750,“鸡 面 骑 士”,1171878,1123,13038,588,170462,0.53
2022-08-03,556680450,http://www.bilibili.com/video/av556680450,七夕鸡哥合唱挑战《Hug me》小IKUN们都赶紧搞起,1314606,1913,4358,991,109102,0.58
2022-08-04,729150014,http://www.bilibili.com/video/av729150014,我ikun被小黑子骂哭了,551226,148,10932,969,10166,6.98
2022-08-04,556665513,http://www.bilibili.com/video/av556665513,⚡那个小黑子开的饭店？香精煎鱼食不食，香贝旺堡食不食⚡,1301494,1171,9053,591,60460,0.72
2022-08-04,814152848,http://www.bilibili.com/video/av814152848,《鲲的座驾》蛋气加速秒杀兰博基尼,962486,948,24079,1861,81171,2.7
2022-08-05,429161648,http://www.bilibili.com/video/av429161648,我爸说他是ikun，结果打脸了哈哈哈,1006977,483,1163,263,51137,0.5
2022-08-05,814224031,http://www.bilibili.com/video/av814224031,【误导向】坤坤首次“点评”IKUN头子汤姆老师,927577,684,2174,658,44749,1.53
2022-08-05,729232859,http://www.bilibili.com/video/av729232859,疑点重重的假明星，谁在背后赚麻了？,566298,907,2237,2443,16456,10.93
2022-08-05,259231892,http://www.bilibili.com/video/av259231892,?这要火了我在班里跳鸡你太美?,421507,628,2688,1434,77838,1.2
2022-08-05,686721037,http://www.bilibili.com/video/av686721037,⚡蔡徐村所有怪物鉴赏⚡,774124,483,14853,477,80064,0.55
2022-08-05,814137682,http://www.bilibili.com/video/av814137682,封校发现自己怀孕了，不知道孩子是谁的怎么办？【奇葩校园墙】,1152203,2399,1840,2909,30057,4.68
2022-08-05,429186612,http://www.bilibili.com/video/av429186612,用圆规画蔡徐坤，以表对鸡的热爱,3388070,3536,27139,8579,219218,1.88
2022-08-05,899182980,http://www.bilibili.com/video/av899182980,姬你太美！二次元坤坤子：你干嘛哈哈哎哟,4192708,4820,76728,6832,257344,1.87
2022-08-05,686743524,http://www.bilibili.com/video/av686743524,开局一个鸡蛋，如何进化成鸡你太美？请大家看好我的表演！,1761369,137,17114,120,4442,4.23
2022-08-05,301662679,http://www.bilibili.com/video/av301662679,男子误入蔡徐村，不料遭到鸡人袭击（一）,2523433,2436,22168,4202,136937,6.65
2022-08-06,729205462,http://www.bilibili.com/video/av729205462,对 线 小 黑 子 ！,630289,247,49725,1155,46478,1.18
2022-08-06,771745778,http://www.bilibili.com/video/av771745778,欢乐谷惊现ikun真爱粉,2370209,1777,19189,569,228402,0.42
2022-08-06,601630627,http://www.bilibili.com/video/av601630627,诗朗诵，但是《只因你太美》,812130,1744,9613,728,71874,1.62
2022-08-06,686736542,http://www.bilibili.com/video/av686736542,【摇百科】02：Wayward摇是什么梗？,1260777,267,1179,437,25897,0.92
2022-08-06,814242736,http://www.bilibili.com/video/av814242736,鸡 之 卡 比！！！,1916220,906,21534,1041,157920,0.95
2022-08-06,429194332,http://www.bilibili.com/video/av429194332,一些想对坤坤说的话,2225714,7580,35468,12835,341289,5.15
2022-08-06,344185616,http://www.bilibili.com/video/av344185616,“i困”,1776954,1321,37376,1402,143276,1.78
2022-08-06,386670894,http://www.bilibili.com/video/av386670894,网 暴 后 续 3.0,5303923,9797,28922,25843,882683,0.23
2022-08-06,729171488,http://www.bilibili.com/video/av729171488,石头人左脑右脑各追一个，分工明确,1475967,379,2557,126,17826,0.17
2022-08-06,814247811,http://www.bilibili.com/video/av814247811,那一年，我们失去了ikun,1491814,1159,16182,3450,61513,2.5
2022-08-06,514186936,http://www.bilibili.com/video/av514186936,大 雄 这 孩 子 打 小 就 聪 明,1078872,588,14087,1285,122400,2.02
2022-08-06,814180620,http://www.bilibili.com/video/av814180620,川普脱口秀8月5日，连呼鸡你太美？小黑子露出鸡脚,722037,748,3632,925,39102,5.13
2022-08-07,644275287,http://www.bilibili.com/video/av644275287,让 鸡 蛋 飞,1215725,2507,3258,1016,130786,0.2
2022-08-07,429138014,http://www.bilibili.com/video/av429138014,你 这 拖 鞋 有 问 题 啊,2175596,2129,28905,5102,97015,2.45
2022-08-07,601809954,http://www.bilibili.com/video/av601809954,小黑子，露出....脊髓剑了吧？！,426248,1163,1230,859,27111,1.55
2022-08-07,729309329,http://www.bilibili.com/video/av729309329,越狱兔里的小黑子，实在太虾头了！,2114896,14,13481,21,3303,2.15
2022-08-07,429127133,http://www.bilibili.com/video/av429127133,life goes on，但是坤坤。,1672040,1331,33429,2550,125062,1.02
2022-08-07,599301429,http://www.bilibili.com/video/av599301429,当我用宝宝测哭软件测坤坤的“你干嘛~哎呦~”,669703,286,1844,140,26558,0.58
2022-08-07,599206414,http://www.bilibili.com/video/av599206414,我有一曲，请诸位蹦迪,3206263,2458,118092,22083,436581,4.8
2022-08-07,686805129,http://www.bilibili.com/video/av686805129,美国校队的招式他都会，我们真的错怪坤坤了,727176,660,705,639,22453,1.87
2022-08-07,301805349,http://www.bilibili.com/video/av301805349,真ikun在KTV唱《鸡妃》，好怕隔壁的小黑子来打我,2296303,1247,44093,532,314457,0.45
2022-08-07,771634440,http://www.bilibili.com/video/av771634440,完了，妹妹也变成小黑子了,680265,727,4579,214,66888,0.23
2022-08-07,856689022,http://www.bilibili.com/video/av856689022,今天就算是小黑子来了也不能苏珊！,445843,374,2189,286,52374,0.68
2022-08-07,729165312,http://www.bilibili.com/video/av729165312,纯路人，但为坤坤做单曲,950448,1445,7164,651,76491,1.73
2022-08-07,686741479,http://www.bilibili.com/video/av686741479,整条街沸腾起来了！在地铁站钢琴弹鸡你太美！这才是真正的ikun！燃起来了!,1047030,1120,6333,1514,88186,2.0
2022-08-08,344283443,http://www.bilibili.com/video/av344283443,《IKUNの削弱》现在的yaw VS 以前的yaw,998169,336,2668,353,55367,0.93
2022-08-08,729280072,http://www.bilibili.com/video/av729280072,鸡哥成功夺走了我的注意力,1308886,484,2608,157,39353,0.2
2022-08-08,941669160,http://www.bilibili.com/video/av941669160,年 少 有 为,2161733,1362,15999,1009,237605,0.37
2022-08-08,556758811,http://www.bilibili.com/video/av556758811,结 婚 且 开 团,3340549,2753,10259,2481,380150,0.22
2022-08-08,899359659,http://www.bilibili.com/video/av899359659,不会还有小黑子玩这个吧,1389626,796,5778,432,36919,0.5
2022-08-08,771750529,http://www.bilibili.com/video/av771750529,可爱的卓卓,1000425,112,1917,211,14089,0.45
2022-08-08,471732321,http://www.bilibili.com/video/av471732321,庆 祝 动 作  第二期,1513012,565,4328,386,99763,0.17
2022-08-08,344342218,http://www.bilibili.com/video/av344342218,当坤坤拿起了AK,1052299,517,17682,1950,93544,1.83
2022-08-08,984298505,http://www.bilibili.com/video/av984298505,“今天你当小黑子了吗？”,639389,1539,6840,1208,111459,2.15
2022-08-08,599274483,http://www.bilibili.com/video/av599274483,鲲鲲：小黑子，你们还食不食人呐？,730107,1293,3511,1853,109176,0.6
2022-08-09,429305958,http://www.bilibili.com/video/av429305958,【MMD】小黑子的篮球,1054887,1580,8656,818,59420,1.23
2022-08-09,771652299,http://www.bilibili.com/video/av771652299,庆祝动作 第三期,976528,565,5064,286,97543,0.25
2022-08-09,216871568,http://www.bilibili.com/video/av216871568,结 婚 且 开 团 2.0,2392521,2364,7636,5965,397739,0.33
2022-08-09,856852703,http://www.bilibili.com/video/av856852703,⚡鲲 鲲 大 战 僵 尸⚡,1234135,683,16236,2774,72578,3.52
2022-08-09,556792285,http://www.bilibili.com/video/av556792285,蔡徐坤与老婆相亲相爱,1205290,1213,7195,9258,58583,1.5
2022-08-09,856843187,http://www.bilibili.com/video/av856843187,胡桃老婆的那些梗,721337,366,7803,212,24789,0.33
2022-08-09,686780171,http://www.bilibili.com/video/av686780171,无关IKUN！纯路人参加团长婚礼,1067785,623,3263,914,120662,2.98
2022-08-09,429367377,http://www.bilibili.com/video/av429367377,《丁泽仁跳鸡舞试图模仿坤坤》原版（bushi,720417,1183,2653,709,18904,0.55
2022-08-09,556765676,http://www.bilibili.com/video/av556765676,IKUN提高班科目五之《蠢蠢欲动》,1629637,1869,10499,3253,150425,3.23
2022-08-09,941844424,http://www.bilibili.com/video/av941844424,被小黑子气孕,504724,830,9899,859,43364,1.63
2022-08-10,599344310,http://www.bilibili.com/video/av599344310,蔡徐坤—耍把戏,578418,10,13778,4,4036,1.02
2022-08-10,984335289,http://www.bilibili.com/video/av984335289,爆金币了喵好开心喵！！！,1158864,1264,5043,1400,33493,1.83
2022-08-10,216833685,http://www.bilibili.com/video/av216833685,迷你世界：那些年我们听错的歌曲，听完瞬间忘记原唱！真的栓Q,2477400,210,71529,840,6790,3.07
2022-08-10,344279500,http://www.bilibili.com/video/av344279500,大街上食不食油饼,1315810,1081,9396,496,190087,0.25
2022-08-10,471827014,http://www.bilibili.com/video/av471827014,【原神】角色演示 –「钟鸡:养鸡人」,878952,1114,16268,1794,60480,1.55
2022-08-10,729373025,http://www.bilibili.com/video/av729373025,ikun破防名场面，被小黑子汽运,1099118,325,3173,465,16653,1.18
2022-08-10,856870108,http://www.bilibili.com/video/av856870108,降维打鸡,1164288,434,2844,1045,83438,0.3
2022-08-10,429342789,http://www.bilibili.com/video/av429342789,最信任的管理员竟是黑粉头子！！！焯！！！,1566968,1017,5001,934,90632,2.03
2022-08-10,344300753,http://www.bilibili.com/video/av344300753,【鸡你太美】⚡谁 是 鸡 王⚡,854263,838,8390,970,27196,0.65
2022-08-10,216793467,http://www.bilibili.com/video/av216793467,公开处刑小黑子，究极折磨。,462724,1057,1209,488,47863,4.18
2022-08-11,514490778,http://www.bilibili.com/video/av514490778,迷妹为哥哥怒对全网小黑子，快给哥哥道歉 看看小黑子怎么回应,1569020,804,8124,3894,144119,1.32
2022-08-11,644469767,http://www.bilibili.com/video/av644469767,食不食油饼,703476,500,3258,267,59777,0.22
2022-08-11,301928594,http://www.bilibili.com/video/av301928594,蔡 徐 坤 家 族,1343200,436,49439,1235,56276,1.1
2022-08-11,644368016,http://www.bilibili.com/video/av644368016,小黑子看好了，我买到了《Ikun盲盒》！Haylou,448334,262,3053,870,47484,2.87
2022-08-11,856803935,http://www.bilibili.com/video/av856803935,【4K顶级画质60FPS】SWIN-S 蔡徐坤《只因你太美》2016平安夜见面会蓝光高清现场！！！,1809423,2079,20949,536,51827,3.73
2022-08-11,729397787,http://www.bilibili.com/video/av729397787,现在的坤坤vs以前的鲲鲲,1019494,97,21028,202,6755,1.03
2022-08-11,471906417,http://www.bilibili.com/video/av471906417,华强哥急眼了？喊着要去单挑鸡你太美，还说这事谁也拦不住,2053601,47,11201,78,2185,5.07
2022-08-11,601882288,http://www.bilibili.com/video/av601882288,狗头吧克星！折磨程度999%！LOL最低胜率折磨王！【垃圾英雄拯救计划】,2707454,2530,14772,11343,189564,11.38
2022-08-12,344460937,http://www.bilibili.com/video/av344460937,小黑沙溢露出了鸡脚,4499882,2645,5238,1377,70131,0.75
2022-08-12,984424030,http://www.bilibili.com/video/av984424030,鸡你石在是太美,1454538,2258,17400,1395,144812,0.22
2022-08-12,301998180,http://www.bilibili.com/video/av301998180,这家店的老板娘大概是个真ikun,1130442,428,3432,161,60500,0.2
2022-08-12,771911296,http://www.bilibili.com/video/av771911296,女大学生破房了，ikun进,4978580,2469,22514,1287,117835,0.73
2022-08-13,429425133,http://www.bilibili.com/video/av429425133,《蔡徐坤猛宠娇妻99次》！哈哈哈笑不活了！这才是真ikun写的小说！,872346,1319,5355,2096,39603,5.38
2022-08-13,514402115,http://www.bilibili.com/video/av514402115,“这是个审核了两年半的鬼畜视频”,2818021,1694,133595,10708,410489,2.53
2022-08-13,259437184,http://www.bilibili.com/video/av259437184,【黑大帅的全部称号】灰太狼：小黑子，找本大王有什么事啊？,545428,351,4833,330,29869,2.37
2022-08-13,556936120,http://www.bilibili.com/video/av556936120,【全程高能】汤姆老师连麦逆天学员探讨鸡你太美和情人，首次在镜头前丧失表情管理。,1220014,2171,12202,6072,71786,6.8
2022-08-13,471990002,http://www.bilibili.com/video/av471990002,385帧24小时用瓜子还原完整蔡徐坤打球视频,1131909,1164,12955,997,119969,1.08
2022-08-13,556973415,http://www.bilibili.com/video/av556973415,蔡徐坤超话被占领？这下谁才是小黑子不用我多说了吧！【鉴定网络热门愚人愚事】,4153614,9308,23095,5159,276500,3.23
2022-08-13,856920363,http://www.bilibili.com/video/av856920363,周杰伦，露出鸡脚了吧！,720639,807,8709,1158,49332,2.1
2022-08-13,301974410,http://www.bilibili.com/video/av301974410,破防的女ikun,803863,259,2732,522,13364,0.98
2022-08-13,344449945,http://www.bilibili.com/video/av344449945,迪迦vs鸡你太美,1450063,28,4046,59,1150,1.08
2022-08-13,814474284,http://www.bilibili.com/video/av814474284,&quot;传世古画&quot;《稽你太美图》重现天日，请网友鉴赏~,3566515,6975,60242,12082,451681,2.57
2022-08-13,599486147,http://www.bilibili.com/video/av599486147,当蔡徐坤看到自己的鬼畜时,9154434,1234,26723,3603,89363,0.47
2022-08-14,217032469,http://www.bilibili.com/video/av217032469,蔡 徐 村 诡 事,1313763,2625,23603,6178,93104,11.68
2022-08-14,429471050,http://www.bilibili.com/video/av429471050,你 这 IKUN 太 假 了,2465059,1494,20669,3598,268220,2.12
2022-08-14,644457662,http://www.bilibili.com/video/av644457662,求问喜羊羊里的坤坤图片是真的吗？,5294491,2190,29105,2782,354571,1.93
2022-08-14,344440261,http://www.bilibili.com/video/av344440261,本  鸡  纲  目,1100004,1281,27353,2052,108196,2.0
2022-08-14,259445944,http://www.bilibili.com/video/av259445944,【4K顶级画质60FPS】SWIN-S 《只因你太美》练习室完整版现场！一晃眼6年过去了,1318964,1905,12131,2891,52797,3.77
2022-08-14,856908746,http://www.bilibili.com/video/av856908746,坤 坤 大 闹 唐 人 街,1263294,519,10786,1579,56282,2.03
2022-08-14,856978539,http://www.bilibili.com/video/av856978539,这次真的露出?脚了,1525523,1772,31840,2982,178638,1.38
2022-08-14,472046035,http://www.bilibili.com/video/av472046035,对不起，我是ikun,2193876,2130,10434,829,317948,0.23
2022-08-14,344378884,http://www.bilibili.com/video/av344378884,道歉视频，对不起别再骂我了,3706795,2766,27109,3596,439337,0.55
2022-08-15,942034931,http://www.bilibili.com/video/av942034931,用积木还原热梗之鸡你太美，帅不帅你说了算,2499653,100,13835,231,2618,2.77
2022-08-15,387058849,http://www.bilibili.com/video/av387058849,你这坤坤太假了—你再说？假吗？鸡~，不要网暴我了，你干嘛~,836560,11,15983,8,4027,1.62
2022-08-15,729547796,http://www.bilibili.com/video/av729547796,【地狱难度】接头游戏，你敢挑战吗？,601711,159,1852,624,33239,1.68
2022-08-15,644583214,http://www.bilibili.com/video/av644583214,日本萝莉看《第八次忍界大战》笑得抽搐,3402213,654,26033,1467,121038,2.48
2022-08-15,899558649,http://www.bilibili.com/video/av899558649,这  是  什  么  卡  比  ？,1577019,539,18733,1231,77643,1.28
2022-08-15,729585348,http://www.bilibili.com/video/av729585348,哈哈哈哈哈哈哈哈你们有毒吧？？？。,6128353,3189,75784,7363,266310,3.63
2022-08-15,514598932,http://www.bilibili.com/video/av514598932,纯蔡徐坤瓜子版和制作的简单过程,843903,1010,6051,496,58750,1.72
2022-08-15,302018681,http://www.bilibili.com/video/av302018681,鸡   妃,547651,355,5848,239,81296,0.85
2022-08-16,899586273,http://www.bilibili.com/video/av899586273,柯洁回应围甲败绩，自曝每日艰苦训练两分钟，绝不会让小黑子失望！,1488498,1551,1319,910,16167,6.63
2022-08-16,472112660,http://www.bilibili.com/video/av472112660,“黑出感情”蔡徐坤：4764万票顶流出道，却因“鸡哥”被全网群嘲,2061785,3883,6216,11036,64383,8.12
2022-08-16,472000056,http://www.bilibili.com/video/av472000056,这才是《叮叮当当舞》原版MV！⚡,1232712,689,46838,1785,131146,1.47
2022-08-16,344566846,http://www.bilibili.com/video/av344566846,时代马戏团头号女粉,800120,1249,7329,1655,31293,1.5
2022-08-16,599609640,http://www.bilibili.com/video/av599609640,坤坤早期∶我这个人一般不不尖叫,1479781,2052,6915,2185,59185,0.72
2022-08-16,514525948,http://www.bilibili.com/video/av514525948,《关于喜羊羊全剧组都是ikun这件事》,761102,514,7787,833,24395,2.37
2022-08-17,259520400,http://www.bilibili.com/video/av259520400,社死！在酒吧做驻唱，客人非要点鸡你太美，怎么办？【流浪05】,2290334,5320,21827,20430,181053,14.65
2022-08-17,302036584,http://www.bilibili.com/video/av302036584,鸡王争霸赛,610335,5,4527,0,831,1.0
2022-08-17,599509492,http://www.bilibili.com/video/av599509492,危鸡四伏,1649885,18,24887,11,5800,1.77
2022-08-17,687074987,http://www.bilibili.com/video/av687074987,【误解向】阿坤真的很想打NBA,1110237,1146,21040,2561,103886,2.92
2022-08-17,772063766,http://www.bilibili.com/video/av772063766,【硬核卡点】叮叮当当舞（See Tình）,1873518,1591,68688,3680,266295,2.27
2022-08-17,772046126,http://www.bilibili.com/video/av772046126,认认真真的一次道歉，别再网爆我了,2815084,2252,13128,1780,319548,0.3
2022-08-17,814579169,http://www.bilibili.com/video/av814579169,求问这个“鸡王”视频的出处？,2568466,523,34388,845,35494,3.02
2022-08-18,644710795,http://www.bilibili.com/video/av644710795,孤身潜入ikun群里开团（光荣牺牲前与友军会合并肩作战）,1702077,1967,9143,2081,71727,2.13
2022-08-18,599744130,http://www.bilibili.com/video/av599744130,阿尼亚手痒难耐?渴望打架?,2365323,2267,14878,7407,178463,2.02
2022-08-18,772185514,http://www.bilibili.com/video/av772185514,终于逮到这个黑子了！,9137187,5020,47073,14593,442188,2.73
2022-08-18,429518891,http://www.bilibili.com/video/av429518891,【反正】《鸡你太美》朗诵版 简体中文,2732864,4237,58327,8854,218454,3.02
2022-08-18,429629253,http://www.bilibili.com/video/av429629253,你们这群人食不食油饼哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,9867775,3632,139045,5782,330088,2.57
2022-08-18,687099540,http://www.bilibili.com/video/av687099540,美 国 校 队 长 VS 美 国 队 长,846324,237,3918,399,29637,1.38
2022-08-18,984714877,http://www.bilibili.com/video/av984714877,【4K顶级画质60FPS】蔡徐坤《只因你太美》原版完整版现场！一晃眼6年过去了,10492589,5774,207998,14500,481805,1.0
2022-08-18,942078656,http://www.bilibili.com/video/av942078656,5万买了幅画，说是唐代的，也不知道是不是真的,1777932,1290,5714,747,42726,0.18
2022-08-18,984721955,http://www.bilibili.com/video/av984721955,库尔斯克会战,730003,1506,5824,7632,58852,1.62
2022-08-18,557142209,http://www.bilibili.com/video/av557142209,《 坤  虫 》,1085214,702,3043,454,28739,2.78
2022-08-18,259747731,http://www.bilibili.com/video/av259747731,《 荔 枝 学 》,1065645,1749,21495,2474,92216,1.47
2022-08-18,387230069,http://www.bilibili.com/video/av387230069,一句口误瞬间回到18年，坤坤你也太嘚瑟了吧,848169,141,4000,61,31645,3.25
2022-08-19,514713203,http://www.bilibili.com/video/av514713203,【60帧1080P】只因你太美（鸡你太美）原版,892258,157,11536,465,7560,1.0
2022-08-19,217156586,http://www.bilibili.com/video/av217156586,当小黑子向ikun群主道歉时会发生什么呢？？?,916108,732,5671,873,47735,2.6
2022-08-19,729678154,http://www.bilibili.com/video/av729678154,xqc难绷坤坤,635910,127,945,41,6093,0.23
2022-08-19,942128747,http://www.bilibili.com/video/av942128747,你这背景太假了！但是二次元？,1565970,678,11242,703,80984,1.78
2022-08-19,557137659,http://www.bilibili.com/video/av557137659,龟坤doge,750049,843,11253,533,103797,0.28
2022-08-19,644662259,http://www.bilibili.com/video/av644662259,“你们之中有人背叛了我”蔡徐坤与十二门徒最后一次共进晚餐。,1820709,1733,28384,1648,157506,0.57
2022-08-19,557150412,http://www.bilibili.com/video/av557150412,耗时两年半! 的个人练习僵尸!,2694220,2295,35695,1896,226439,1.02
2022-08-19,602151995,http://www.bilibili.com/video/av602151995,⚡起坤了⚡,2163394,820,50049,3446,57737,1.83
2022-08-19,687155283,http://www.bilibili.com/video/av687155283,我的世界恐怖地图:the house 坤屋,1104176,146,40372,1527,15850,16.97
2022-08-19,729636624,http://www.bilibili.com/video/av729636624,我竟然是个小黑子,748960,1254,1589,779,36825,1.27
2022-08-19,472195540,http://www.bilibili.com/video/av472195540,以前的魔方vs现在的魔方,2225531,755,10421,722,76668,0.67
2022-08-20,814640484,http://www.bilibili.com/video/av814640484,早上起床第一件事，大喊一声鸡你太美,1214087,208,30527,186,15751,0.55
2022-08-20,387199468,http://www.bilibili.com/video/av387199468,《 富 春 山 坤 图 》,749870,739,5489,451,34553,0.58
2022-08-20,599626928,http://www.bilibili.com/video/av599626928,真ikun会这么做...,450542,723,958,199,22916,0.55
2022-08-20,429730860,http://www.bilibili.com/video/av429730860,削弱de小曲（卓卓脑婆）,1023854,260,2958,98,35493,0.43
2022-08-20,772202556,http://www.bilibili.com/video/av772202556,欺负一只坤坤,1547676,765,18310,1341,97509,1.07
2022-08-20,599636941,http://www.bilibili.com/video/av599636941,不是真IKUN别看！一个真正的Man就该玩这样的玩具！EarthToys K先生（蔡徐坤／鸡哥）1/12可动人偶手办！天台开箱【B神模玩】,988584,1158,11362,799,80700,1.17
2022-08-20,857142315,http://www.bilibili.com/video/av857142315,嬉皮笑脸第二期（纯享版）,2465899,877,8169,629,161428,0.23
2022-08-20,602231059,http://www.bilibili.com/video/av602231059,两年半让你对我刮目相看！,2116087,781,6743,942,142298,1.22
2022-08-20,259671900,http://www.bilibili.com/video/av259671900,我删掉了太多，最后丢失了我的梦想…,2236013,1845,47724,1589,193395,1.02
2022-08-21,344721400,http://www.bilibili.com/video/av344721400,60转的甘雨坤坤吃球 VS 12000转的甘雨坤坤吃球,3322445,571,13484,489,195870,0.62
2022-08-21,514658920,http://www.bilibili.com/video/av514658920,同济大学军训汇演ikun压轴炸场,3384908,4354,10876,2412,165428,2.33
2022-08-21,259660646,http://www.bilibili.com/video/av259660646,[同济大学]军训，但所有人都是ikun，甚至营长,899438,1096,2218,450,29061,2.38
2022-08-21,899654643,http://www.bilibili.com/video/av899654643,ikun学英语,908189,933,3107,728,77065,0.38
2022-08-21,599717649,http://www.bilibili.com/video/av599717649,都说我是小黑子，其实我才是真爱粉,775458,609,3744,285,51220,0.28
2022-08-21,984742204,http://www.bilibili.com/video/av984742204,纯路人，探店IKUN餐厅,1234856,4952,8032,1208,95633,1.08
2022-08-21,602226324,http://www.bilibili.com/video/av602226324,课 堂 请 勿 对 对 子【中国近代史】！！！,4080747,3690,172792,20666,572044,4.55
2022-08-21,429700878,http://www.bilibili.com/video/av429700878,蔡徐坤29秒速通mc,1000425,549,14041,846,49086,0.62
2022-08-21,772194695,http://www.bilibili.com/video/av772194695,我删掉了同学的荔枝，终于成为了小黑子,628622,206,9175,633,40366,1.18
2022-08-21,302221398,http://www.bilibili.com/video/av302221398,有缘之人可以逆转时光…不忘初心,1531116,727,4358,488,115589,0.22
2022-08-21,942141596,http://www.bilibili.com/video/av942141596,现在的练习生VS以前的练习生还是鸡哥帅,1793591,23,37815,108,6582,3.1
2022-08-21,599691977,http://www.bilibili.com/video/av599691977,防骗指南：火遍全网的坤坤小游戏，鸡味浓重，iKUN必玩！,2182631,770,44391,3199,13900,3.12
2022-08-21,599708214,http://www.bilibili.com/video/av599708214,坤 坤 vs 美 国 猛 男,6752003,2926,98264,7484,522158,1.5
2022-08-21,387154393,http://www.bilibili.com/video/av387154393,这个玩具也太丝滑了，但是暗藏玄鸡🐓！,4635514,2531,62399,3899,358441,0.92
2022-08-21,302195004,http://www.bilibili.com/video/av302195004,蔡徐坤表情包400+合集,553006,943,22891,1616,33663,23.97
2022-08-22,387368836,http://www.bilibili.com/video/av387368836,因为黑坤坤，我吃上了捞饭？大家引以为戒。,1261952,491,1276,184,35150,0.22
2022-08-22,772288750,http://www.bilibili.com/video/av772288750,你TMikun是吧,464814,450,8930,794,44468,1.28
2022-08-22,217371590,http://www.bilibili.com/video/av217371590,一睹芳容,426586,263,1824,205,11979,0.37
2022-08-22,557260264,http://www.bilibili.com/video/av557260264,鸡蛋也能升级？合成进化变成鸡你太美，还遇到了开朗的网友！,1493610,251,42895,472,13863,4.0
2022-08-22,429758533,http://www.bilibili.com/video/av429758533,以前的偶像练习生VS现在的偶像练习生,2427144,900,9986,764,83290,0.42
2022-08-22,344770732,http://www.bilibili.com/video/av344770732,《奇形练习生》,1225708,752,4556,611,64639,0.4
2022-08-23,472362743,http://www.bilibili.com/video/av472362743,本来挺喜欢铁男的,1000654,198,1402,69,24018,0.17
